uid,iata_flight,dep_airport,arr_airport,dep_date,scheduled_ts,is_arrival,status,canceled,terminal,gate,raw_json,first_seen_utc,last_seen_utc,aircraft_type,Carrier,actype,seats,manual
02eceaace377321d57a385d9da64802b77247a74,B62028,MCO,EWR,11/9/25,1762700400,0,Canceled,1,C,C240B,"{""scheduledDate"":""2025-11-09"",""arrival"":false,""codeShareFlightNumber"":""B62028"",""codeShareAirlineTrackNumber"":""2028"",""iataCodeShareAirline"":""B6"",""icaoCodeShareAirline"":""JBU"",""operatingAirlineFlightNumber"":""B62028"",""operatingAirlineTrackNumber"":""2028"",""iataOperatingAirline"":""B6"",""icaoOperatingAirline"":""JBU"",""baseAirport"":""MCO"",""departureAirport"":""MCO"",""arrivalAirport"":""EWR"",""viaAirport"":""EWR"",""viaSequencePosition"":0,""terminal"":""C"",""gate"":""C240B"",""baggageBelt"":[],""status"":""Canceled"",""originalStatus"":""CX"",""isDelayed"":true,""isVisible"":true,""isDeleted"":false,""scheduledTimestamp"":1762700400,""actualTimestamp"":1762717200,""bestKnownTimestamp"":1762717200,""lastUpdatedTimestamp"":1762699600,""iataOperatingAirlineFlightNumber"":""B62028"",""icaoOperatingAirlineFlightNumber"":""JBU2028"",""iataCodeShareFlightNumber"":""B62028"",""icaoCodeShareFlightNumber"":""JBU2028"",""id"":""eyJjb2RlU2hhcmVGbGlnaHROdW1iZXIiOiJCNjIwMjgiLCJ2aWFBaXJwb3J0IjoiRVdSIiwiYXJyaXZhbCI6ZmFsc2UsInNjaGVkdWxlZERhdGUiOiIyMDI1LTExLTA5IiwiYXJyaXZhbEFpcnBvcnQiOiJFV1IiLCJkZXBhcnR1cmVBaXJwb3J0IjoiTUNPIn0=""}",1762491757,1762750122,A320,B6,B6_A320,150,
c7911996fc71d1012ee897c66777ec3507af2c5a,WN4535,MCO,DEN,11/9/25,1762700700,0,Canceled,1,,,"{""scheduledDate"":""2025-11-09"",""arrival"":false,""codeShareFlightNumber"":""WN4535"",""codeShareAirlineTrackNumber"":""4535"",""iataCodeShareAirline"":""WN"",""icaoCodeShareAirline"":""SWA"",""operatingAirlineFlightNumber"":""WN4535"",""operatingAirlineTrackNumber"":""4535"",""iataOperatingAirline"":""WN"",""icaoOperatingAirline"":""SWA"",""baseAirport"":""MCO"",""departureAirport"":""MCO"",""arrivalAirport"":""DEN"",""viaAirport"":""MDW"",""viaSequencePosition"":0,""terminal"":null,""gate"":null,""baggageBelt"":[],""status"":""Canceled"",""originalStatus"":""XL"",""isDelayed"":false,""isVisible"":true,""isDeleted"":false,""scheduledTimestamp"":1762700700,""actualTimestamp"":1762700700,""bestKnownTimestamp"":1762700700,""lastUpdatedTimestamp"":1762592629,""iataOperatingAirlineFlightNumber"":""WN4535"",""icaoOperatingAirlineFlightNumber"":""SWA4535"",""iataCodeShareFlightNumber"":""WN4535"",""icaoCodeShareFlightNumber"":""SWA4535"",""id"":""eyJjb2RlU2hhcmVGbGlnaHROdW1iZXIiOiJXTjQ1MzUiLCJ2aWFBaXJwb3J0IjoiTURXIiwiYXJyaXZhbCI6ZmFsc2UsInNjaGVkdWxlZERhdGUiOiIyMDI1LTExLTA5IiwiYXJyaXZhbEFpcnBvcnQiOiJERU4iLCJkZXBhcnR1cmVBaXJwb3J0IjoiTUNPIn0=""}",1762491757,1762750122,B38M,WN,WN_B38M,175,
9b2250457e640a381c3cdeb82846586f46ec5d37,DL2204,MCO,ATL,11/9/25,1762700700,0,Canceled,1,B,75,"{""scheduledDate"":""2025-11-09"",""arrival"":false,""codeShareFlightNumber"":""DL2204"",""codeShareAirlineTrackNumber"":""2204"",""iataCodeShareAirline"":""DL"",""icaoCodeShareAirline"":""DAL"",""operatingAirlineFlightNumber"":""DL2204"",""operatingAirlineTrackNumber"":""2204"",""iataOperatingAirline"":""DL"",""icaoOperatingAirline"":""DAL"",""baseAirport"":""MCO"",""departureAirport"":""MCO"",""arrivalAirport"":""ATL"",""viaAirport"":""ATL"",""viaSequencePosition"":0,""terminal"":""B"",""gate"":""75"",""baggageBelt"":[],""status"":""Canceled"",""originalStatus"":""CX"",""isDelayed"":false,""isVisible"":true,""isDeleted"":false,""scheduledTimestamp"":1762700700,""actualTimestamp"":1762700700,""bestKnownTimestamp"":1762700700,""lastUpdatedTimestamp"":1762525801,""iataOperatingAirlineFlightNumber"":""DL2204"",""icaoOperatingAirlineFlightNumber"":""DAL2204"",""iataCodeShareFlightNumber"":""DL2204"",""icaoCodeShareFlightNumber"":""DAL2204"",""id"":""eyJjb2RlU2hhcmVGbGlnaHROdW1iZXIiOiJETDIyMDQiLCJ2aWFBaXJwb3J0IjoiQVRMIiwiYXJyaXZhbCI6ZmFsc2UsInNjaGVkdWxlZERhdGUiOiIyMDI1LTExLTA5IiwiYXJyaXZhbEFpcnBvcnQiOiJBVEwiLCJkZXBhcnR1cmVBaXJwb3J0IjoiTUNPIn0=""}",1762491757,1762750122,B752,DL,DL_B752,72,
e00f540da329f49e4f0f9561de111b8c81973a25,F92288,MCO,ORF,11/9/25,1762701300,0,Canceled,1,A,14,"{""scheduledDate"":""2025-11-09"",""arrival"":false,""codeShareFlightNumber"":""F92288"",""codeShareAirlineTrackNumber"":""2288"",""iataCodeShareAirline"":""F9"",""icaoCodeShareAirline"":""FFT"",""operatingAirlineFlightNumber"":""F92288"",""operatingAirlineTrackNumber"":""2288"",""iataOperatingAirline"":""F9"",""icaoOperatingAirline"":""FFT"",""baseAirport"":""MCO"",""departureAirport"":""MCO"",""arrivalAirport"":""ORF"",""viaAirport"":""ORF"",""viaSequencePosition"":0,""terminal"":""A"",""gate"":""14"",""baggageBelt"":[],""status"":""Canceled"",""originalStatus"":""CX"",""isDelayed"":true,""isVisible"":true,""isDeleted"":false,""scheduledTimestamp"":1762701300,""actualTimestamp"":1762720200,""bestKnownTimestamp"":1762720200,""lastUpdatedTimestamp"":1762737711,""iataOperatingAirlineFlightNumber"":""F92288"",""icaoOperatingAirlineFlightNumber"":""FFT2288"",""iataCodeShareFlightNumber"":""F92288"",""icaoCodeShareFlightNumber"":""FFT2288"",""id"":""eyJjb2RlU2hhcmVGbGlnaHROdW1iZXIiOiJGOTIyODgiLCJ2aWFBaXJwb3J0IjoiT1JGIiwiYXJyaXZhbCI6ZmFsc2UsInNjaGVkdWxlZERhdGUiOiIyMDI1LTExLTA5IiwiYXJyaXZhbEFpcnBvcnQiOiJPUkYiLCJkZXBhcnR1cmVBaXJwb3J0IjoiTUNPIn0=""}",1762491757,1762750122,A21N,F9,F9_A21N,240,
c280dc7d370d18170998df3c04eb14263d8e8a10,F93043,MCO,ORD,11/9/25,1762701420,0,Canceled,1,A,13,"{""scheduledDate"":""2025-11-09"",""arrival"":false,""codeShareFlightNumber"":""F93043"",""codeShareAirlineTrackNumber"":""3043"",""iataCodeShareAirline"":""F9"",""icaoCodeShareAirline"":""FFT"",""operatingAirlineFlightNumber"":""F93043"",""operatingAirlineTrackNumber"":""3043"",""iataOperatingAirline"":""F9"",""icaoOperatingAirline"":""FFT"",""baseAirport"":""MCO"",""departureAirport"":""MCO"",""arrivalAirport"":""ORD"",""viaAirport"":""ORD"",""viaSequencePosition"":0,""terminal"":""A"",""gate"":""13"",""baggageBelt"":[],""status"":""Canceled"",""originalStatus"":""CX"",""isDelayed"":true,""isVisible"":true,""isDeleted"":false,""scheduledTimestamp"":1762701420,""actualTimestamp"":1762707300,""bestKnownTimestamp"":1762707300,""lastUpdatedTimestamp"":1762696638,""iataOperatingAirlineFlightNumber"":""F93043"",""icaoOperatingAirlineFlightNumber"":""FFT3043"",""iataCodeShareFlightNumber"":""F93043"",""icaoCodeShareFlightNumber"":""FFT3043"",""id"":""eyJjb2RlU2hhcmVGbGlnaHROdW1iZXIiOiJGOTMwNDMiLCJ2aWFBaXJwb3J0IjoiT1JEIiwiYXJyaXZhbCI6ZmFsc2UsInNjaGVkdWxlZERhdGUiOiIyMDI1LTExLTA5IiwiYXJyaXZhbEFpcnBvcnQiOiJPUkQiLCJkZXBhcnR1cmVBaXJwb3J0IjoiTUNPIn0=""}",1762491757,1762750122,A21N,F9,F9_A21N,240,
545eb8d5e85111d3af91981bb694c108f6d1850c,UA2387,MCO,EWR,11/9/25,1762701900,0,Canceled,1,B,41,"{""scheduledDate"":""2025-11-09"",""arrival"":false,""codeShareFlightNumber"":""UA2387"",""codeShareAirlineTrackNumber"":""2387"",""iataCodeShareAirline"":""UA"",""icaoCodeShareAirline"":""UAL"",""operatingAirlineFlightNumber"":""UA2387"",""operatingAirlineTrackNumber"":""2387"",""iataOperatingAirline"":""UA"",""icaoOperatingAirline"":""UAL"",""baseAirport"":""MCO"",""departureAirport"":""MCO"",""arrivalAirport"":""EWR"",""viaAirport"":""EWR"",""viaSequencePosition"":0,""terminal"":""B"",""gate"":""41"",""baggageBelt"":[],""status"":""Canceled"",""originalStatus"":""CX"",""isDelayed"":true,""isVisible"":true,""isDeleted"":false,""scheduledTimestamp"":1762701900,""actualTimestamp"":1762714800,""bestKnownTimestamp"":1762714800,""lastUpdatedTimestamp"":1762703201,""iataOperatingAirlineFlightNumber"":""UA2387"",""icaoOperatingAirlineFlightNumber"":""UAL2387"",""iataCodeShareFlightNumber"":""UA2387"",""icaoCodeShareFlightNumber"":""UAL2387"",""id"":""eyJjb2RlU2hhcmVGbGlnaHROdW1iZXIiOiJVQTIzODciLCJ2aWFBaXJwb3J0IjoiRVdSIiwiYXJyaXZhbCI6ZmFsc2UsInNjaGVkdWxlZERhdGUiOiIyMDI1LTExLTA5IiwiYXJyaXZhbEFpcnBvcnQiOiJFV1IiLCJkZXBhcnR1cmVBaXJwb3J0IjoiTUNPIn0=""}",1762491757,1762750122,B39M,UA,UA_B39M,179,
e2faa79d58e7f101ec2e2f49cc39f94b90b05447,B62152,MCO,BOS,11/9/25,1762702200,0,Canceled,1,C,C230,"{""scheduledDate"":""2025-11-09"",""arrival"":false,""codeShareFlightNumber"":""B62152"",""codeShareAirlineTrackNumber"":""2152"",""iataCodeShareAirline"":""B6"",""icaoCodeShareAirline"":""JBU"",""operatingAirlineFlightNumber"":""B62152"",""operatingAirlineTrackNumber"":""2152"",""iataOperatingAirline"":""B6"",""icaoOperatingAirline"":""JBU"",""baseAirport"":""MCO"",""departureAirport"":""MCO"",""arrivalAirport"":""BOS"",""viaAirport"":""BOS"",""viaSequencePosition"":0,""terminal"":""C"",""gate"":""C230"",""baggageBelt"":[],""status"":""Canceled"",""originalStatus"":""CX"",""isDelayed"":false,""isVisible"":true,""isDeleted"":false,""scheduledTimestamp"":1762702200,""actualTimestamp"":1762702200,""bestKnownTimestamp"":1762702200,""lastUpdatedTimestamp"":1762573209,""iataOperatingAirlineFlightNumber"":""B62152"",""icaoOperatingAirlineFlightNumber"":""JBU2152"",""iataCodeShareFlightNumber"":""B62152"",""icaoCodeShareFlightNumber"":""JBU2152"",""id"":""eyJjb2RlU2hhcmVGbGlnaHROdW1iZXIiOiJCNjIxNTIiLCJ2aWFBaXJwb3J0IjoiQk9TIiwiYXJyaXZhbCI6ZmFsc2UsInNjaGVkdWxlZERhdGUiOiIyMDI1LTExLTA5IiwiYXJyaXZhbEFpcnBvcnQiOiJCT1MiLCJkZXBhcnR1cmVBaXJwb3J0IjoiTUNPIn0=""}",1762491757,1762750122,BCS3,B6,B6_BCS3,140,
8c26f4ba0a2460f398a30f31edf176f6ebf71170,DL2370,MCO,DCA,11/9/25,1762702800,0,Canceled,1,B,80,"{""scheduledDate"":""2025-11-09"",""arrival"":false,""codeShareFlightNumber"":""DL2370"",""codeShareAirlineTrackNumber"":""2370"",""iataCodeShareAirline"":""DL"",""icaoCodeShareAirline"":""DAL"",""operatingAirlineFlightNumber"":""DL2370"",""operatingAirlineTrackNumber"":""2370"",""iataOperatingAirline"":""DL"",""icaoOperatingAirline"":""DAL"",""baseAirport"":""MCO"",""departureAirport"":""MCO"",""arrivalAirport"":""DCA"",""viaAirport"":""DCA"",""viaSequencePosition"":0,""terminal"":""B"",""gate"":""80"",""baggageBelt"":[],""status"":""Canceled"",""originalStatus"":""CX"",""isDelayed"":false,""isVisible"":true,""isDeleted"":false,""scheduledTimestamp"":1762702800,""actualTimestamp"":1762702800,""bestKnownTimestamp"":1762702800,""lastUpdatedTimestamp"":1762670625,""iataOperatingAirlineFlightNumber"":""DL2370"",""icaoOperatingAirlineFlightNumber"":""DAL2370"",""iataCodeShareFlightNumber"":""DL2370"",""icaoCodeShareFlightNumber"":""DAL2370"",""id"":""eyJjb2RlU2hhcmVGbGlnaHROdW1iZXIiOiJETDIzNzAiLCJ2aWFBaXJwb3J0IjoiRENBIiwiYXJyaXZhbCI6ZmFsc2UsInNjaGVkdWxlZERhdGUiOiIyMDI1LTExLTA5IiwiYXJyaXZhbEFpcnBvcnQiOiJEQ0EiLCJkZXBhcnR1cmVBaXJwb3J0IjoiTUNPIn0=""}",1762491757,1762750122,A319,DL,DL_A319,132,
a11180c08951ceffb328c2d7efe4b0d07a5e85b6,AA3334,DCA,MCO,11/9/25,1762703220,1,Canceled,1,B,36,"{""scheduledDate"":""2025-11-09"",""arrival"":true,""codeShareFlightNumber"":""AA3334"",""codeShareAirlineTrackNumber"":""3334"",""iataCodeShareAirline"":""AA"",""icaoCodeShareAirline"":""AAL"",""operatingAirlineFlightNumber"":""AA3334"",""operatingAirlineTrackNumber"":""3334"",""iataOperatingAirline"":""AA"",""icaoOperatingAirline"":""AAL"",""baseAirport"":""MCO"",""departureAirport"":""DCA"",""arrivalAirport"":""MCO"",""viaAirport"":""DCA"",""viaSequencePosition"":0,""terminal"":""B"",""gate"":""36"",""baggageBelt"":[""25""],""status"":""Canceled"",""originalStatus"":""CX"",""isDelayed"":false,""isVisible"":true,""isDeleted"":false,""scheduledTimestamp"":1762703220,""actualTimestamp"":1762702680,""bestKnownTimestamp"":1762702680,""lastUpdatedTimestamp"":1762638942,""iataOperatingAirlineFlightNumber"":""AA3334"",""icaoOperatingAirlineFlightNumber"":""AAL3334"",""iataCodeShareFlightNumber"":""AA3334"",""icaoCodeShareFlightNumber"":""AAL3334"",""id"":""eyJjb2RlU2hhcmVGbGlnaHROdW1iZXIiOiJBQTMzMzQiLCJ2aWFBaXJwb3J0IjoiRENBIiwiYXJyaXZhbCI6dHJ1ZSwic2NoZWR1bGVkRGF0ZSI6IjIwMjUtMTEtMDkiLCJhcnJpdmFsQWlycG9ydCI6Ik1DTyIsImRlcGFydHVyZUFpcnBvcnQiOiJEQ0EifQ==""}",1762491757,1762750122,B738,AA,AA_B738,172,
7cec6b2a523e489a1c3ba3afe1d3783a4977385d,UA379,IAD,MCO,11/9/25,1762703700,1,Canceled,1,B,35,"{""scheduledDate"":""2025-11-09"",""arrival"":true,""codeShareFlightNumber"":""UA379"",""codeShareAirlineTrackNumber"":""379"",""iataCodeShareAirline"":""UA"",""icaoCodeShareAirline"":""UAL"",""operatingAirlineFlightNumber"":""UA379"",""operatingAirlineTrackNumber"":""379"",""iataOperatingAirline"":""UA"",""icaoOperatingAirline"":""UAL"",""baseAirport"":""MCO"",""departureAirport"":""IAD"",""arrivalAirport"":""MCO"",""viaAirport"":""IAD"",""viaSequencePosition"":0,""terminal"":""B"",""gate"":""35"",""baggageBelt"":[""23""],""status"":""Canceled"",""originalStatus"":""CX"",""isDelayed"":false,""isVisible"":true,""isDeleted"":false,""scheduledTimestamp"":1762703700,""actualTimestamp"":1762703100,""bestKnownTimestamp"":1762703100,""lastUpdatedTimestamp"":1762494996,""iataOperatingAirlineFlightNumber"":""UA379"",""icaoOperatingAirlineFlightNumber"":""UAL379"",""iataCodeShareFlightNumber"":""UA379"",""icaoCodeShareFlightNumber"":""UAL379"",""id"":""eyJjb2RlU2hhcmVGbGlnaHROdW1iZXIiOiJVQTM3OSIsInZpYUFpcnBvcnQiOiJJQUQiLCJhcnJpdmFsIjp0cnVlLCJzY2hlZHVsZWREYXRlIjoiMjAyNS0xMS0wOSIsImFycml2YWxBaXJwb3J0IjoiTUNPIiwiZGVwYXJ0dXJlQWlycG9ydCI6IklBRCJ9""}",1762491757,1762750122,B39M,UA,UA_B39M,179,
352ed75ce1c317e4c62661db8f8be4da5a2a8d8a,UA1617,MCO,IAD,11/9/25,1762707660,0,Canceled,1,B,35,"{""scheduledDate"":""2025-11-09"",""arrival"":false,""codeShareFlightNumber"":""UA1617"",""codeShareAirlineTrackNumber"":""1617"",""iataCodeShareAirline"":""UA"",""icaoCodeShareAirline"":""UAL"",""operatingAirlineFlightNumber"":""UA1617"",""operatingAirlineTrackNumber"":""1617"",""iataOperatingAirline"":""UA"",""icaoOperatingAirline"":""UAL"",""baseAirport"":""MCO"",""departureAirport"":""MCO"",""arrivalAirport"":""IAD"",""viaAirport"":""IAD"",""viaSequencePosition"":0,""terminal"":""B"",""gate"":""35"",""baggageBelt"":[],""status"":""Canceled"",""originalStatus"":""CX"",""isDelayed"":false,""isVisible"":true,""isDeleted"":false,""scheduledTimestamp"":1762707660,""actualTimestamp"":1762707660,""bestKnownTimestamp"":1762707660,""lastUpdatedTimestamp"":1762466379,""iataOperatingAirlineFlightNumber"":""UA1617"",""icaoOperatingAirlineFlightNumber"":""UAL1617"",""iataCodeShareFlightNumber"":""UA1617"",""icaoCodeShareFlightNumber"":""UAL1617"",""id"":""eyJjb2RlU2hhcmVGbGlnaHROdW1iZXIiOiJVQTE2MTciLCJ2aWFBaXJwb3J0IjoiSUFEIiwiYXJyaXZhbCI6ZmFsc2UsInNjaGVkdWxlZERhdGUiOiIyMDI1LTExLTA5IiwiYXJyaXZhbEFpcnBvcnQiOiJJQUQiLCJkZXBhcnR1cmVBaXJwb3J0IjoiTUNPIn0=""}",1762491757,1762750122,B39M,UA,UA_B39M,179,
3fd7fd01f988738f3ea55ec61b10092b2efee84d,DL1289,LGA,MCO,11/9/25,1762711260,1,Canceled,1,B,76,"{""scheduledDate"":""2025-11-09"",""arrival"":true,""codeShareFlightNumber"":""DL1289"",""codeShareAirlineTrackNumber"":""1289"",""iataCodeShareAirline"":""DL"",""icaoCodeShareAirline"":""DAL"",""operatingAirlineFlightNumber"":""DL1289"",""operatingAirlineTrackNumber"":""1289"",""iataOperatingAirline"":""DL"",""icaoOperatingAirline"":""DAL"",""baseAirport"":""MCO"",""departureAirport"":""LGA"",""arrivalAirport"":""MCO"",""viaAirport"":""LGA"",""viaSequencePosition"":0,""terminal"":""B"",""gate"":""76"",""baggageBelt"":[""31""],""status"":""Canceled"",""originalStatus"":""CX"",""isDelayed"":false,""isVisible"":true,""isDeleted"":false,""scheduledTimestamp"":1762711260,""actualTimestamp"":1762710360,""bestKnownTimestamp"":1762710360,""lastUpdatedTimestamp"":1762706875,""iataOperatingAirlineFlightNumber"":""DL1289"",""icaoOperatingAirlineFlightNumber"":""DAL1289"",""iataCodeShareFlightNumber"":""DL1289"",""icaoCodeShareFlightNumber"":""DAL1289"",""id"":""eyJjb2RlU2hhcmVGbGlnaHROdW1iZXIiOiJETDEyODkiLCJ2aWFBaXJwb3J0IjoiTEdBIiwiYXJyaXZhbCI6dHJ1ZSwic2NoZWR1bGVkRGF0ZSI6IjIwMjUtMTEtMDkiLCJhcnJpdmFsQWlycG9ydCI6Ik1DTyIsImRlcGFydHVyZUFpcnBvcnQiOiJMR0EifQ==""}",1762491757,1762750123,A321,DL,DL_A321,191,
92af98b9a039bc050e542a209d86ebc19a081be1,UA675,MCO,SNA,11/9/25,1762712160,0,Canceled,1,B,35,"{""scheduledDate"":""2025-11-09"",""arrival"":false,""codeShareFlightNumber"":""UA675"",""codeShareAirlineTrackNumber"":""675"",""iataCodeShareAirline"":""UA"",""icaoCodeShareAirline"":""UAL"",""operatingAirlineFlightNumber"":""UA675"",""operatingAirlineTrackNumber"":""675"",""iataOperatingAirline"":""UA"",""icaoOperatingAirline"":""UAL"",""baseAirport"":""MCO"",""departureAirport"":""MCO"",""arrivalAirport"":""SNA"",""viaAirport"":""SNA"",""viaSequencePosition"":1,""terminal"":""B"",""gate"":""35"",""baggageBelt"":[],""status"":""Canceled"",""originalStatus"":""CX"",""isDelayed"":true,""isVisible"":true,""isDeleted"":false,""scheduledTimestamp"":1762712160,""actualTimestamp"":1762747200,""bestKnownTimestamp"":1762747200,""lastUpdatedTimestamp"":1762738556,""iataOperatingAirlineFlightNumber"":""UA675"",""icaoOperatingAirlineFlightNumber"":""UAL675"",""iataCodeShareFlightNumber"":""UA675"",""icaoCodeShareFlightNumber"":""UAL675"",""id"":""eyJjb2RlU2hhcmVGbGlnaHROdW1iZXIiOiJVQTY3NSIsInZpYUFpcnBvcnQiOiJTTkEiLCJhcnJpdmFsIjpmYWxzZSwic2NoZWR1bGVkRGF0ZSI6IjIwMjUtMTEtMDkiLCJhcnJpdmFsQWlycG9ydCI6IlNOQSIsImRlcGFydHVyZUFpcnBvcnQiOiJNQ08ifQ==""}",1762491757,1762750123,B737,UA,UA_B737,126,
6b81e1b98d00f433cb93e9971816ffa8d089b632,NK3011,EWR,MCO,11/9/25,1762713300,1,Canceled,1,A,8,"{""scheduledDate"":""2025-11-09"",""arrival"":true,""codeShareFlightNumber"":""NK3011"",""codeShareAirlineTrackNumber"":""3011"",""iataCodeShareAirline"":""NK"",""icaoCodeShareAirline"":""NKS"",""operatingAirlineFlightNumber"":""NK3011"",""operatingAirlineTrackNumber"":""3011"",""iataOperatingAirline"":""NK"",""icaoOperatingAirline"":""NKS"",""baseAirport"":""MCO"",""departureAirport"":""EWR"",""arrivalAirport"":""MCO"",""viaAirport"":""EWR"",""viaSequencePosition"":0,""terminal"":""A"",""gate"":""8"",""baggageBelt"":[""4""],""status"":""Canceled"",""originalStatus"":""CX"",""isDelayed"":true,""isVisible"":true,""isDeleted"":false,""scheduledTimestamp"":1762713300,""actualTimestamp"":1762737120,""bestKnownTimestamp"":1762737120,""lastUpdatedTimestamp"":1762748421,""iataOperatingAirlineFlightNumber"":""NK3011"",""icaoOperatingAirlineFlightNumber"":""NKS3011"",""iataCodeShareFlightNumber"":""NK3011"",""icaoCodeShareFlightNumber"":""NKS3011"",""id"":""eyJjb2RlU2hhcmVGbGlnaHROdW1iZXIiOiJOSzMwMTEiLCJ2aWFBaXJwb3J0IjoiRVdSIiwiYXJyaXZhbCI6dHJ1ZSwic2NoZWR1bGVkRGF0ZSI6IjIwMjUtMTEtMDkiLCJhcnJpdmFsQWlycG9ydCI6Ik1DTyIsImRlcGFydHVyZUFpcnBvcnQiOiJFV1IifQ==""}",1762491757,1762750123,A20N,NK,NK_A20N,176,
c7ac5e0e619349fa1b99125b666f3039ad5eeb3e,NK2304,PNS,MCO,11/9/25,1762714140,1,Canceled,1,A,3,"{""scheduledDate"":""2025-11-09"",""arrival"":true,""codeShareFlightNumber"":""NK2304"",""codeShareAirlineTrackNumber"":""2304"",""iataCodeShareAirline"":""NK"",""icaoCodeShareAirline"":""NKS"",""operatingAirlineFlightNumber"":""NK2304"",""operatingAirlineTrackNumber"":""2304"",""iataOperatingAirline"":""NK"",""icaoOperatingAirline"":""NKS"",""baseAirport"":""MCO"",""departureAirport"":""PNS"",""arrivalAirport"":""MCO"",""viaAirport"":""PNS"",""viaSequencePosition"":0,""terminal"":""A"",""gate"":""3"",""baggageBelt"":[""5""],""status"":""Canceled"",""originalStatus"":""CX"",""isDelayed"":true,""isVisible"":true,""isDeleted"":false,""scheduledTimestamp"":1762714140,""actualTimestamp"":1762718100,""bestKnownTimestamp"":1762718100,""lastUpdatedTimestamp"":1762720526,""iataOperatingAirlineFlightNumber"":""NK2304"",""icaoOperatingAirlineFlightNumber"":""NKS2304"",""iataCodeShareFlightNumber"":""NK2304"",""icaoCodeShareFlightNumber"":""NKS2304"",""id"":""eyJjb2RlU2hhcmVGbGlnaHROdW1iZXIiOiJOSzIzMDQiLCJ2aWFBaXJwb3J0IjoiUE5TIiwiYXJyaXZhbCI6dHJ1ZSwic2NoZWR1bGVkRGF0ZSI6IjIwMjUtMTEtMDkiLCJhcnJpdmFsQWlycG9ydCI6Ik1DTyIsImRlcGFydHVyZUFpcnBvcnQiOiJQTlMifQ==""}",1762491757,1762750123,A20N,NK,NK_A20N,176,
070bdd7b3d1b38b6c0f18dfd7f2b49bfd91f91a6,DL2239,MCO,LGA,11/9/25,1762715160,0,Canceled,1,B,76,"{""scheduledDate"":""2025-11-09"",""arrival"":false,""codeShareFlightNumber"":""DL2239"",""codeShareAirlineTrackNumber"":""2239"",""iataCodeShareAirline"":""DL"",""icaoCodeShareAirline"":""DAL"",""operatingAirlineFlightNumber"":""DL2239"",""operatingAirlineTrackNumber"":""2239"",""iataOperatingAirline"":""DL"",""icaoOperatingAirline"":""DAL"",""baseAirport"":""MCO"",""departureAirport"":""MCO"",""arrivalAirport"":""LGA"",""viaAirport"":""LGA"",""viaSequencePosition"":0,""terminal"":""B"",""gate"":""76"",""baggageBelt"":[],""status"":""Canceled"",""originalStatus"":""CX"",""isDelayed"":false,""isVisible"":true,""isDeleted"":false,""scheduledTimestamp"":1762715160,""actualTimestamp"":1762715160,""bestKnownTimestamp"":1762715160,""lastUpdatedTimestamp"":1762685772,""iataOperatingAirlineFlightNumber"":""DL2239"",""icaoOperatingAirlineFlightNumber"":""DAL2239"",""iataCodeShareFlightNumber"":""DL2239"",""icaoCodeShareFlightNumber"":""DAL2239"",""id"":""eyJjb2RlU2hhcmVGbGlnaHROdW1iZXIiOiJETDIyMzkiLCJ2aWFBaXJwb3J0IjoiTEdBIiwiYXJyaXZhbCI6ZmFsc2UsInNjaGVkdWxlZERhdGUiOiIyMDI1LTExLTA5IiwiYXJyaXZhbEFpcnBvcnQiOiJMR0EiLCJkZXBhcnR1cmVBaXJwb3J0IjoiTUNPIn0=""}",1762491757,1762750123,A321,DL,DL_A321,191,
f3d2856ad18c60ba51f20072e8648bd4f0c601c4,B61527,EWR,MCO,11/9/25,1762715340,1,Canceled,1,C,C240B,"{""scheduledDate"":""2025-11-09"",""arrival"":true,""codeShareFlightNumber"":""B61527"",""codeShareAirlineTrackNumber"":""1527"",""iataCodeShareAirline"":""B6"",""icaoCodeShareAirline"":""JBU"",""operatingAirlineFlightNumber"":""B61527"",""operatingAirlineTrackNumber"":""1527"",""iataOperatingAirline"":""B6"",""icaoOperatingAirline"":""JBU"",""baseAirport"":""MCO"",""departureAirport"":""EWR"",""arrivalAirport"":""MCO"",""viaAirport"":""EWR"",""viaSequencePosition"":0,""terminal"":""C"",""gate"":""C240B"",""baggageBelt"":[""C51""],""status"":""Canceled"",""originalStatus"":""CX"",""isDelayed"":false,""isVisible"":true,""isDeleted"":false,""scheduledTimestamp"":1762715340,""actualTimestamp"":1762714740,""bestKnownTimestamp"":1762714740,""lastUpdatedTimestamp"":1762578204,""iataOperatingAirlineFlightNumber"":""B61527"",""icaoOperatingAirlineFlightNumber"":""JBU1527"",""iataCodeShareFlightNumber"":""B61527"",""icaoCodeShareFlightNumber"":""JBU1527"",""id"":""eyJjb2RlU2hhcmVGbGlnaHROdW1iZXIiOiJCNjE1MjciLCJ2aWFBaXJwb3J0IjoiRVdSIiwiYXJyaXZhbCI6dHJ1ZSwic2NoZWR1bGVkRGF0ZSI6IjIwMjUtMTEtMDkiLCJhcnJpdmFsQWlycG9ydCI6Ik1DTyIsImRlcGFydHVyZUFpcnBvcnQiOiJFV1IifQ==""}",1762491757,1762750123,A320,B6,B6_A320,150,
